,date,time,open,high,low,close
2851,21-12-02,10:28:50,113.144,113.151,113.144,113.151
2852,21-12-02,10:28:55,113.151,113.154,113.15,113.151
2853,21-12-02,10:29:00,113.151,113.152,113.15,113.151
2854,21-12-02,10:29:05,113.151,113.151,113.146,113.148
2855,21-12-02,10:29:10,113.148,113.148,113.148,113.148
2856,21-12-02,10:29:15,113.148,113.149,113.146,113.148
2857,21-12-02,10:29:20,113.148,113.152,113.148,113.152
2858,21-12-02,10:29:25,113.152,113.155,113.152,113.154
2859,21-12-02,10:29:30,113.154,113.156,113.15,113.151
2860,21-12-02,10:29:35,113.151,113.153,113.15,113.152
2861,21-12-02,10:29:40,113.152,113.152,113.146,113.149
2862,21-12-02,10:29:45,113.149,113.15,113.146,113.146
2863,21-12-02,10:29:50,113.146,113.15,113.142,113.143
2864,21-12-02,10:29:55,113.143,113.144,113.14,113.141
2865,21-12-02,10:30:00,113.141,113.143,113.141,113.143
2866,21-12-02,10:30:05,113.143,113.149,113.142,113.149
2867,21-12-02,10:30:10,113.149,113.149,113.146,113.148
2868,21-12-02,10:30:15,113.148,113.153,113.146,113.153
2869,21-12-02,10:30:20,113.153,113.154,113.153,113.153
2870,21-12-02,10:30:25,113.153,113.153,113.149,113.152
2871,21-12-02,10:30:30,113.152,113.152,113.15,113.15
2872,21-12-02,10:30:35,113.15,113.15,113.143,113.143
2873,21-12-02,10:30:40,113.143,113.144,113.143,113.143
2874,21-12-02,10:30:45,113.143,113.148,113.143,113.147
2875,21-12-02,10:30:50,113.147,113.151,113.147,113.151
2876,21-12-02,10:31:00,113.148,113.152,113.148,113.15
2877,21-12-02,10:31:05,113.15,113.15,113.142,113.144
2878,21-12-02,10:31:10,113.144,113.152,113.144,113.152
2879,21-12-02,10:31:15,113.152,113.152,113.144,113.148
2880,21-12-02,10:31:20,113.148,113.15,113.146,113.149
2881,21-12-02,10:31:25,113.149,113.152,113.148,113.148
2882,21-12-02,10:31:30,113.148,113.15,113.148,113.15
2883,21-12-02,10:31:35,113.15,113.151,113.147,113.15
2884,21-12-02,10:31:40,113.15,113.152,113.149,113.15
2885,21-12-02,10:31:45,113.15,113.156,113.15,113.156
2886,21-12-02,10:31:50,113.156,113.164,113.155,113.162
2887,21-12-02,10:31:55,113.162,113.162,113.152,113.152
2888,21-12-02,10:32:00,113.152,113.154,113.152,113.154
2889,21-12-02,10:32:05,113.154,113.156,113.154,113.154
2890,21-12-02,10:32:10,113.154,113.156,113.154,113.156
2891,21-12-02,10:32:15,113.156,113.156,113.154,113.154
2892,21-12-02,10:32:20,113.154,113.156,113.15,113.15
2893,21-12-02,10:32:25,113.15,113.152,113.149,113.15
2894,21-12-02,10:32:30,113.15,113.15,113.149,113.15
2895,21-12-02,10:32:35,113.15,113.15,113.149,113.149
2896,21-12-02,10:32:40,113.149,113.149,113.148,113.148
2897,21-12-02,10:32:45,113.148,113.148,113.147,113.148
2898,21-12-02,10:32:50,113.148,113.148,113.142,113.144
2899,21-12-02,10:32:55,113.144,113.145,113.144,113.145
2900,21-12-02,10:33:00,113.145,113.147,113.145,113.147
2901,21-12-02,10:33:05,113.147,113.148,113.147,113.148
2902,21-12-02,10:33:10,113.148,113.148,113.134,113.134
2903,21-12-02,10:33:15,113.134,113.14,113.134,113.137
2904,21-12-02,10:33:20,113.137,113.137,113.136,113.136
2905,21-12-02,10:33:25,113.136,113.137,113.134,113.136
2906,21-12-02,10:33:30,113.136,113.136,113.134,113.134
2907,21-12-02,10:33:35,113.134,113.137,113.132,113.137
2908,21-12-02,10:33:40,113.137,113.14,113.136,113.14
2909,21-12-02,10:33:45,113.14,113.14,113.14,113.14
2910,21-12-02,10:33:50,113.14,113.142,113.14,113.141
2911,21-12-02,10:33:55,113.141,113.142,113.141,113.142
2912,21-12-02,10:34:00,113.142,113.144,113.14,113.144
2913,21-12-02,10:34:05,113.144,113.151,113.144,113.151
2914,21-12-02,10:34:10,113.151,113.154,113.15,113.151
2915,21-12-02,10:34:15,113.151,113.152,113.15,113.151
2916,21-12-02,10:34:20,113.151,113.151,113.146,113.148
2917,21-12-02,10:34:25,113.148,113.148,113.148,113.148
2918,21-12-02,10:34:30,113.148,113.149,113.146,113.148
2919,21-12-02,10:34:35,113.148,113.152,113.148,113.152
2920,21-12-02,10:34:40,113.152,113.155,113.152,113.154
2921,21-12-02,10:34:45,113.154,113.156,113.15,113.151
2922,21-12-02,10:34:50,113.151,113.153,113.15,113.152
2923,21-12-02,10:34:55,113.152,113.152,113.146,113.149
2924,21-12-02,10:35:00,113.149,113.15,113.146,113.146
2925,21-12-02,10:35:05,113.146,113.15,113.142,113.143
2926,21-12-02,10:35:10,113.143,113.144,113.14,113.141
2927,21-12-02,10:35:15,113.141,113.143,113.141,113.143
2928,21-12-02,10:35:20,113.143,113.149,113.142,113.149
2929,21-12-02,10:35:25,113.149,113.149,113.146,113.148
2930,21-12-02,10:35:30,113.148,113.153,113.146,113.153
2931,21-12-02,10:35:35,113.153,113.154,113.153,113.153
2932,21-12-02,10:35:40,113.153,113.153,113.149,113.152
2933,21-12-02,10:35:45,113.152,113.152,113.15,113.15
2934,21-12-02,10:35:50,113.15,113.15,113.143,113.143
2935,21-12-02,10:35:55,113.143,113.144,113.143,113.143
2936,21-12-02,10:36:00,113.143,113.148,113.143,113.147
2937,21-12-02,10:36:05,113.147,113.151,113.147,113.151
2938,21-12-02,10:36:10,113.151,113.154,113.151,113.154
2939,21-12-02,10:36:15,113.154,113.156,113.15,113.15
2940,21-12-02,10:36:20,113.15,113.152,113.15,113.152
2941,21-12-02,10:36:25,113.152,113.152,113.148,113.152
2942,21-12-02,10:36:30,113.152,113.154,113.15,113.154
2943,21-12-02,10:36:35,113.154,113.156,113.149,113.149
2944,21-12-02,10:36:40,113.149,113.149,113.144,113.144
2945,21-12-02,10:36:45,113.144,113.15,113.144,113.15
2946,21-12-02,10:36:50,113.15,113.15,113.148,113.149
2947,21-12-02,10:36:55,113.149,113.149,113.144,113.146
2948,21-12-02,10:37:00,113.146,113.146,113.144,113.146
2949,21-12-02,10:37:05,113.146,113.148,113.144,113.148
2950,21-12-02,10:37:10,113.148,113.148,113.143,113.145
2951,21-12-02,10:37:15,113.145,113.148,113.145,113.148
2952,21-12-02,10:37:20,113.148,113.15,113.148,113.148
2953,21-12-02,10:37:25,113.148,113.149,113.144,113.148
2954,21-12-02,10:37:30,113.148,113.15,113.148,113.148
2955,21-12-02,10:37:35,113.148,113.148,113.146,113.146
2956,21-12-02,10:37:40,113.146,113.148,113.143,113.148
2957,21-12-02,10:37:45,113.148,113.15,113.148,113.15
2958,21-12-02,10:37:50,113.15,113.15,113.144,113.144
2959,21-12-02,10:37:55,113.144,113.145,113.144,113.144
2960,21-12-02,10:38:00,113.144,113.144,113.143,113.143
2961,21-12-02,10:38:05,113.143,113.144,113.14,113.14
2962,21-12-02,10:38:10,113.14,113.142,113.136,113.136
2963,21-12-02,10:38:15,113.136,113.137,113.134,113.136
2964,21-12-02,10:38:20,113.136,113.136,113.121,113.122
2965,21-12-02,10:38:25,113.122,113.122,113.116,113.122
2966,21-12-02,10:38:30,113.122,113.122,113.11,113.112
2967,21-12-02,10:38:35,113.112,113.122,113.112,113.118
2968,21-12-02,10:38:40,113.118,113.118,113.114,113.118
2969,21-12-02,10:38:45,113.118,113.123,113.117,113.123
2970,21-12-02,10:38:50,113.123,113.124,113.123,113.123
2971,21-12-02,10:38:55,113.123,113.123,113.115,113.115
2972,21-12-02,10:39:00,113.115,113.115,113.11,113.11
2973,21-12-02,10:39:05,113.11,113.118,113.108,113.116
2974,21-12-02,10:39:10,113.116,113.116,113.114,113.114
2975,21-12-02,10:39:15,113.114,113.116,113.113,113.116
2976,21-12-02,10:39:20,113.116,113.12,113.116,113.119
2977,21-12-02,10:39:25,113.119,113.119,113.114,113.114
2978,21-12-02,10:39:30,113.114,113.114,113.11,113.112
2979,21-12-02,10:39:35,113.112,113.116,113.11,113.11
2980,21-12-02,10:39:40,113.11,113.11,113.098,113.1
2981,21-12-02,10:39:45,113.1,113.104,113.1,113.102
2982,21-12-02,10:39:50,113.102,113.108,113.102,113.108
2983,21-12-02,10:39:55,113.108,113.11,113.106,113.108
2984,21-12-02,10:40:00,113.108,113.11,113.106,113.108
2985,21-12-02,10:40:05,113.108,113.11,113.106,113.108
2986,21-12-02,10:40:10,113.108,113.112,113.105,113.111
2987,21-12-02,10:40:15,113.111,113.112,113.11,113.112
2988,21-12-02,10:40:20,113.112,113.112,113.108,113.109
2989,21-12-02,10:40:25,113.109,113.111,113.107,113.111
2990,21-12-02,10:40:30,113.111,113.114,113.109,113.109
2991,21-12-02,10:40:35,113.109,113.113,113.109,113.113
2992,21-12-02,10:40:40,113.113,113.113,113.11,113.11
2993,21-12-02,10:40:45,113.11,113.112,113.109,113.112
2994,21-12-02,10:40:50,113.112,113.112,113.104,113.104
2995,21-12-02,10:40:55,113.104,113.104,113.104,113.104
2996,21-12-02,10:41:00,113.104,113.108,113.104,113.105
2997,21-12-02,10:41:05,113.105,113.108,113.105,113.108
2998,21-12-02,10:41:10,113.108,113.108,113.105,113.107
2999,21-12-02,10:41:15,113.107,113.111,113.107,113.111
3000,21-12-02,10:41:20,113.111,113.111,113.096,113.097
3001,21-12-02,10:41:25,113.097,113.102,113.097,113.101
3002,21-12-02,10:41:30,113.101,113.102,113.1,113.1
3003,21-12-02,10:41:35,113.1,113.1,113.091,113.091
3004,21-12-02,10:41:40,113.091,113.091,113.084,113.085
3005,21-12-02,10:41:45,113.085,113.085,113.082,113.082
3006,21-12-02,10:41:50,113.082,113.085,113.078,113.081
3007,21-12-02,10:41:55,113.081,113.081,113.078,113.079
3008,21-12-02,10:42:00,113.079,113.082,113.077,113.078
3009,21-12-02,10:42:05,113.078,113.078,113.066,113.066
3010,21-12-02,10:42:10,113.066,113.066,113.058,113.058
3011,21-12-02,10:42:15,113.058,113.066,113.058,113.066
3012,21-12-02,10:42:20,113.066,113.066,113.064,113.066
3013,21-12-02,10:42:25,113.066,113.068,113.066,113.066
3014,21-12-02,10:42:30,113.066,113.068,113.062,113.068
3015,21-12-02,10:42:35,113.068,113.07,113.068,113.07
3016,21-12-02,10:42:40,113.07,113.071,113.067,113.068
3017,21-12-02,10:42:45,113.068,113.07,113.065,113.067
3018,21-12-02,10:42:50,113.067,113.068,113.066,113.066
3019,21-12-02,10:42:55,113.066,113.07,113.066,113.069
3020,21-12-02,10:43:00,113.069,113.069,113.066,113.068
3021,21-12-02,10:43:05,113.068,113.071,113.068,113.07
3022,21-12-02,10:43:10,113.07,113.074,113.07,113.074
3023,21-12-02,10:43:15,113.074,113.074,113.071,113.071
3024,21-12-02,10:43:20,113.071,113.072,113.071,113.071
3025,21-12-02,10:43:25,113.071,113.071,113.068,113.071
3026,21-12-02,10:43:30,113.071,113.072,113.07,113.072
3027,21-12-02,10:43:35,113.072,113.076,113.072,113.076
3028,21-12-02,10:43:40,113.076,113.076,113.066,113.066
3029,21-12-02,10:43:45,113.066,113.066,113.062,113.065
3030,21-12-02,10:43:50,113.065,113.065,113.041,113.046
3031,21-12-02,10:43:55,113.046,113.049,113.046,113.047
3032,21-12-02,10:44:00,113.047,113.055,113.047,113.054
3033,21-12-02,10:44:05,113.054,113.056,113.05,113.052
3034,21-12-02,10:44:10,113.052,113.052,113.045,113.046
3035,21-12-02,10:44:15,113.046,113.047,113.042,113.044
3036,21-12-02,10:44:20,113.044,113.044,113.042,113.044
3037,21-12-02,10:44:25,113.044,113.047,113.039,113.041
3038,21-12-02,10:44:30,113.041,113.046,113.035,113.035
3039,21-12-02,10:44:35,113.035,113.036,113.032,113.034
3040,21-12-02,10:44:40,113.034,113.034,113.031,113.034
3041,21-12-02,10:44:45,113.034,113.034,113.008,113.008
3042,21-12-02,10:44:50,113.008,113.013,113.007,113.01
3043,21-12-02,10:44:55,113.01,113.018,113.01,113.01
3044,21-12-02,10:45:00,113.01,113.011,113.006,113.011
3045,21-12-02,10:45:05,113.011,113.011,113.006,113.006
3046,21-12-02,10:45:10,113.006,113.009,113.005,113.006
3047,21-12-02,10:45:15,113.006,113.006,113.002,113.002
3048,21-12-02,10:45:20,113.002,113.002,112.98,112.983
3049,21-12-02,10:45:25,112.983,112.983,112.97,112.975
3050,21-12-02,10:45:30,112.975,112.975,112.962,112.964
3051,21-12-02,10:45:35,112.964,112.964,112.954,112.954
3052,21-12-02,10:45:40,112.954,112.961,112.946,112.961
3053,21-12-02,10:45:45,112.961,112.964,112.954,112.962
3054,21-12-02,10:45:50,112.962,112.962,112.952,112.954
3055,21-12-02,10:45:55,112.954,112.956,112.932,112.932
3056,21-12-02,10:46:00,112.932,112.94,112.926,112.94
3057,21-12-02,10:46:05,112.94,112.962,112.94,112.954
3058,21-12-02,10:46:10,112.954,112.956,112.943,112.946
3059,21-12-02,10:46:15,112.946,112.946,112.92,112.924
3060,21-12-02,10:46:20,112.924,112.929,112.915,112.918
3061,21-12-02,10:46:25,112.918,112.938,112.917,112.934
3062,21-12-02,10:46:30,112.934,112.934,112.927,112.929
3063,21-12-02,10:46:35,112.929,112.932,112.922,112.932
3064,21-12-02,10:46:40,112.932,112.938,112.932,112.936
3065,21-12-02,10:46:45,112.936,112.938,112.93,112.932
3066,21-12-02,10:46:50,112.932,112.936,112.922,112.936
3067,21-12-02,10:46:55,112.936,112.937,112.934,112.936
3068,21-12-02,10:47:00,112.936,112.936,112.927,112.927
3069,21-12-02,10:47:05,112.927,112.932,112.926,112.932
3070,21-12-02,10:47:10,112.932,112.933,112.926,112.926
3071,21-12-02,10:47:15,112.926,112.928,112.92,112.928
3072,21-12-02,10:47:20,112.928,112.932,112.919,112.92
3073,21-12-02,10:47:25,112.92,112.921,112.917,112.919
3074,21-12-02,10:47:30,112.919,112.926,112.912,112.926
3075,21-12-02,10:47:35,112.926,112.936,112.926,112.935
3076,21-12-02,10:47:40,112.935,112.938,112.935,112.936
3077,21-12-02,10:47:45,112.936,112.944,112.935,112.94
3078,21-12-02,10:47:50,112.94,112.941,112.936,112.939
3079,21-12-02,10:47:55,112.939,112.94,112.938,112.94
3080,21-12-02,10:48:00,112.94,112.948,112.94,112.945
3081,21-12-02,10:48:05,112.945,112.946,112.944,112.945
3082,21-12-02,10:48:10,112.945,112.948,112.94,112.941
3083,21-12-02,10:48:15,112.941,112.947,112.94,112.944
3084,21-12-02,10:48:20,112.944,112.946,112.936,112.936
3085,21-12-02,10:48:25,112.936,112.942,112.936,112.939
3086,21-12-02,10:48:30,112.939,112.941,112.935,112.941
3087,21-12-02,10:48:35,112.941,112.944,112.94,112.942
3088,21-12-02,10:48:40,112.942,112.946,112.942,112.946
3089,21-12-02,10:48:45,112.946,112.946,112.942,112.944
3090,21-12-02,10:48:50,112.944,112.95,112.944,112.948
3091,21-12-02,10:48:55,112.948,112.952,112.944,112.95
3092,21-12-02,10:49:00,112.95,112.956,112.942,112.956
3093,21-12-02,10:49:05,112.956,112.958,112.954,112.956
3094,21-12-02,10:49:10,112.956,112.962,112.956,112.96
3095,21-12-02,10:49:15,112.96,112.968,112.958,112.968
3096,21-12-02,10:49:20,112.968,112.97,112.957,112.957
3097,21-12-02,10:49:25,112.957,112.966,112.957,112.963
3098,21-12-02,10:49:30,112.963,112.976,112.963,112.974
3099,21-12-02,10:49:35,112.974,112.978,112.97,112.975
3100,21-12-02,10:49:40,112.975,112.982,112.974,112.98
3101,21-12-02,10:49:45,112.98,112.998,112.98,112.987
3102,21-12-02,10:49:50,112.987,112.987,112.981,112.984
3103,21-12-02,10:49:55,112.984,112.991,112.981,112.99
3104,21-12-02,10:50:00,112.99,112.996,112.988,112.992
3105,21-12-02,10:50:05,112.992,112.997,112.984,112.984
3106,21-12-02,10:50:10,112.984,112.986,112.98,112.982
3107,21-12-02,10:50:15,112.982,112.984,112.98,112.983
3108,21-12-02,10:50:20,112.983,112.988,112.983,112.986
3109,21-12-02,10:50:25,112.986,112.986,112.98,112.983
3110,21-12-02,10:50:30,112.983,112.985,112.983,112.984
3111,21-12-02,10:50:35,112.984,112.985,112.983,112.983
3112,21-12-02,10:50:40,112.983,112.984,112.968,112.968
3113,21-12-02,10:50:45,112.968,112.97,112.966,112.966
3114,21-12-02,10:50:50,112.966,112.975,112.966,112.974
3115,21-12-02,10:50:55,112.974,112.976,112.97,112.97
3116,21-12-02,10:51:00,112.97,112.97,112.968,112.969
3117,21-12-02,10:51:05,112.969,112.97,112.968,112.969
3118,21-12-02,10:51:10,112.969,112.973,112.969,112.969
3119,21-12-02,10:51:15,112.969,112.97,112.958,112.963
3120,21-12-02,10:51:20,112.963,112.963,112.959,112.959
3121,21-12-02,10:51:25,112.959,112.962,112.95,112.962
3122,21-12-02,10:51:30,112.962,112.966,112.962,112.963
3123,21-12-02,10:51:35,112.963,112.963,112.962,112.962
3124,21-12-02,10:51:40,112.962,112.964,112.959,112.964
3125,21-12-02,10:51:45,112.964,112.968,112.964,112.964
3126,21-12-02,10:51:50,112.964,112.964,112.96,112.964
3127,21-12-02,10:51:55,112.964,112.964,112.954,112.954
3128,21-12-02,10:52:00,112.954,112.957,112.952,112.956
3129,21-12-02,10:52:05,112.956,112.966,112.952,112.966
3130,21-12-02,10:52:10,112.966,112.966,112.96,112.962
3131,21-12-02,10:52:15,112.962,112.962,112.956,112.959
3132,21-12-02,10:52:20,112.959,112.965,112.959,112.962
3133,21-12-02,10:52:25,112.962,112.97,112.962,112.97
3134,21-12-02,10:52:30,112.97,112.974,112.969,112.974
3135,21-12-02,10:52:35,112.974,112.974,112.965,112.965
3136,21-12-02,10:52:40,112.965,112.97,112.965,112.97
3137,21-12-02,10:52:45,112.97,112.97,112.965,112.966
3138,21-12-02,10:52:50,112.966,112.976,112.966,112.976
3139,21-12-02,10:52:55,112.976,112.978,112.975,112.977
3140,21-12-02,10:53:00,112.977,112.988,112.977,112.988
3141,21-12-02,10:53:05,112.988,112.992,112.987,112.989
3142,21-12-02,10:53:10,112.989,112.99,112.989,112.989
3143,21-12-02,10:53:15,112.989,112.996,112.989,112.994
3144,21-12-02,10:53:20,112.994,113.001,112.994,113.001
3145,21-12-02,10:53:25,113.001,113.008,112.999,113.007
3146,21-12-02,10:53:30,113.007,113.008,113.006,113.007
3147,21-12-02,10:53:35,113.007,113.007,113.001,113.002
3148,21-12-02,10:53:40,113.002,113.008,113.002,113.006
3149,21-12-02,10:53:45,113.006,113.006,113.001,113.002
3150,21-12-02,10:53:50,113.002,113.002,113.0,113.002
3151,21-12-02,10:53:55,113.002,113.004,113.002,113.004
3152,21-12-02,10:54:00,113.004,113.004,113.001,113.001
3153,21-12-02,10:54:05,113.001,113.001,112.996,112.996
3154,21-12-02,10:54:10,112.996,112.996,112.995,112.995
3155,21-12-02,10:54:15,112.995,112.995,112.988,112.988
3156,21-12-02,10:54:20,112.988,112.988,112.983,112.984
3157,21-12-02,10:54:25,112.984,112.984,112.981,112.982
3158,21-12-02,10:54:30,112.982,112.982,112.976,112.982
3159,21-12-02,10:54:35,112.982,112.984,112.982,112.984
3160,21-12-02,10:54:40,112.984,112.984,112.98,112.984
3161,21-12-02,10:54:45,112.984,112.989,112.984,112.989
3162,21-12-02,10:54:50,112.989,112.99,112.988,112.99
3163,21-12-02,10:54:55,112.99,112.994,112.988,112.99
3164,21-12-02,10:55:00,112.99,112.992,112.985,112.985
3165,21-12-02,10:55:05,112.985,112.985,112.976,112.978
3166,21-12-02,10:55:10,112.978,112.984,112.978,112.983
3167,21-12-02,10:55:15,112.983,112.984,112.98,112.984
3168,21-12-02,10:55:20,112.984,112.984,112.979,112.979
3169,21-12-02,10:55:25,112.979,112.979,112.976,112.976
3170,21-12-02,10:55:30,112.976,112.982,112.968,112.978
3171,21-12-02,10:55:35,112.978,112.984,112.976,112.984
3172,21-12-02,10:55:40,112.984,112.991,112.984,112.991
3173,21-12-02,10:55:45,112.991,112.996,112.989,112.996
3174,21-12-02,10:55:50,112.996,112.999,112.995,112.998
3175,21-12-02,10:55:55,112.998,113.017,112.998,113.008
3176,21-12-02,10:56:00,113.008,113.008,113.001,113.003
3177,21-12-02,10:56:05,113.003,113.008,112.996,113.006
3178,21-12-02,10:56:10,113.006,113.008,113.004,113.004
3179,21-12-02,10:56:15,113.004,113.006,113.002,113.006
3180,21-12-02,10:56:20,113.006,113.01,113.001,113.008
3181,21-12-02,10:56:25,113.008,113.01,113.003,113.003
3182,21-12-02,10:56:30,113.003,113.008,113.003,113.007
3183,21-12-02,10:56:35,113.007,113.007,113.004,113.004
3184,21-12-02,10:56:40,113.004,113.007,113.002,113.007
3185,21-12-02,10:56:45,113.007,113.012,113.007,113.008
3186,21-12-02,10:56:50,113.008,113.01,113.006,113.006
3187,21-12-02,10:56:55,113.006,113.01,113.006,113.009
3188,21-12-02,10:57:00,113.009,113.012,113.004,113.007
3189,21-12-02,10:57:05,113.007,113.01,113.005,113.006
3190,21-12-02,10:57:10,113.006,113.006,113.004,113.006
3191,21-12-02,10:57:15,113.006,113.006,112.993,112.994
3192,21-12-02,10:57:20,112.994,112.996,112.994,112.996
3193,21-12-02,10:57:25,112.996,112.997,112.994,112.996
3194,21-12-02,10:57:30,112.996,113.003,112.996,113.003
3195,21-12-02,10:57:35,113.003,113.004,113.0,113.002
3196,21-12-02,10:57:40,113.002,113.004,113.002,113.004
3197,21-12-02,10:57:45,113.004,113.007,113.004,113.006
3198,21-12-02,10:57:50,113.006,113.016,113.006,113.016
3199,21-12-02,10:57:55,113.016,113.016,113.01,113.012
3200,21-12-02,10:58:00,113.012,113.012,113.008,113.011
3201,21-12-02,10:58:05,113.011,113.012,113.007,113.007
3202,21-12-02,10:58:10,113.007,113.007,113.003,113.003
3203,21-12-02,10:58:15,113.003,113.014,113.003,113.014
3204,21-12-02,10:58:20,113.014,113.016,113.01,113.016
3205,21-12-02,10:58:25,113.016,113.024,113.016,113.022
3206,21-12-02,10:58:30,113.022,113.035,113.02,113.034
3207,21-12-02,10:58:35,113.034,113.034,113.023,113.023
3208,21-12-02,10:58:40,113.023,113.03,113.023,113.028
3209,21-12-02,10:58:45,113.028,113.03,113.024,113.03
3210,21-12-02,10:58:50,113.03,113.034,113.028,113.033
3211,21-12-02,10:58:55,113.033,113.034,113.028,113.03
3212,21-12-02,10:59:00,113.03,113.03,113.023,113.024
3213,21-12-02,10:59:05,113.024,113.028,113.022,113.028
3214,21-12-02,10:59:10,113.028,113.028,113.026,113.028
3215,21-12-02,10:59:15,113.028,113.028,113.024,113.025
3216,21-12-02,10:59:20,113.025,113.03,113.024,113.028
3217,21-12-02,10:59:25,113.028,113.03,113.026,113.026
3218,21-12-02,10:59:30,113.026,113.028,113.026,113.028
3219,21-12-02,10:59:35,113.028,113.034,113.028,113.031
3220,21-12-02,10:59:40,113.031,113.032,113.03,113.03
3221,21-12-02,10:59:45,113.03,113.032,113.029,113.029
3222,21-12-02,10:59:50,113.029,113.03,113.024,113.026
3223,21-12-02,10:59:55,113.026,113.031,113.026,113.031
3224,21-12-02,11:00:00,113.031,113.031,113.028,113.03
3225,21-12-02,11:00:05,113.03,113.03,113.028,113.028
3226,21-12-02,11:00:10,113.028,113.029,113.024,113.028
3227,21-12-02,11:00:15,113.028,113.03,113.027,113.027
3228,21-12-02,11:00:20,113.027,113.027,113.012,113.012
3229,21-12-02,11:00:25,113.012,113.02,113.01,113.02
3230,21-12-02,11:00:30,113.02,113.024,113.02,113.022
3231,21-12-02,11:00:35,113.022,113.026,113.02,113.025
3232,21-12-02,11:00:40,113.025,113.025,113.022,113.024
3233,21-12-02,11:00:45,113.024,113.024,113.014,113.015
3234,21-12-02,11:00:50,113.015,113.017,113.013,113.013
3235,21-12-02,11:00:55,113.013,113.019,113.013,113.017
3236,21-12-02,11:01:00,113.017,113.022,113.017,113.021
3237,21-12-02,11:01:05,113.021,113.021,113.016,113.016
3238,21-12-02,11:01:10,113.016,113.018,113.016,113.016
3239,21-12-02,11:01:15,113.016,113.018,113.016,113.017
3240,21-12-02,11:01:20,113.017,113.017,113.013,113.015
3241,21-12-02,11:01:25,113.015,113.016,113.01,113.012
3242,21-12-02,11:01:30,113.012,113.014,113.01,113.011
3243,21-12-02,11:01:35,113.011,113.011,113.008,113.008
3244,21-12-02,11:01:40,113.008,113.008,112.998,112.998
3245,21-12-02,11:01:45,112.998,113.006,112.998,113.006
3246,21-12-02,11:01:50,113.006,113.008,113.006,113.006
3247,21-12-02,11:01:55,113.006,113.01,113.006,113.008
3248,21-12-02,11:02:00,113.008,113.01,113.006,113.01
3249,21-12-02,11:02:05,113.01,113.015,113.01,113.013
3250,21-12-02,11:02:10,113.013,113.016,113.012,113.014
3251,21-12-02,11:02:15,113.014,113.017,113.013,113.016
3252,21-12-02,11:02:20,113.016,113.018,113.016,113.018
3253,21-12-02,11:02:25,113.018,113.02,113.016,113.02
3254,21-12-02,11:02:30,113.02,113.02,113.016,113.018
3255,21-12-02,11:02:35,113.018,113.021,113.018,113.021
3256,21-12-02,11:02:40,113.021,113.021,113.012,113.012
3257,21-12-02,11:02:45,113.012,113.015,113.012,113.015
3258,21-12-02,11:02:50,113.015,113.016,113.015,113.016
3259,21-12-02,11:02:55,113.016,113.02,113.016,113.018
3260,21-12-02,11:03:00,113.018,113.018,113.016,113.016
3261,21-12-02,11:03:05,113.016,113.02,113.016,113.019
3262,21-12-02,11:03:10,113.019,113.021,113.018,113.021
3263,21-12-02,11:03:15,113.021,113.034,113.021,113.032
3264,21-12-02,11:03:20,113.032,113.036,113.031,113.034
3265,21-12-02,11:03:25,113.034,113.034,113.031,113.034
3266,21-12-02,11:03:30,113.034,113.039,113.034,113.038
3267,21-12-02,11:03:35,113.038,113.048,113.038,113.044
3268,21-12-02,11:03:40,113.044,113.044,113.041,113.042
3269,21-12-02,11:03:45,113.042,113.042,113.04,113.041
3270,21-12-02,11:03:50,113.041,113.042,113.038,113.042
3271,21-12-02,11:03:55,113.042,113.042,113.036,113.036
3272,21-12-02,11:04:00,113.036,113.036,113.026,113.028
3273,21-12-02,11:04:05,113.028,113.036,113.028,113.036
3274,21-12-02,11:04:10,113.036,113.036,113.035,113.036
3275,21-12-02,11:04:15,113.036,113.036,113.031,113.032
3276,21-12-02,11:04:20,113.032,113.035,113.032,113.034
3277,21-12-02,11:04:25,113.034,113.036,113.032,113.036
3278,21-12-02,11:04:30,113.036,113.036,113.034,113.034
3279,21-12-02,11:04:35,113.034,113.035,113.03,113.033
3280,21-12-02,11:04:40,113.033,113.042,113.032,113.041
3281,21-12-02,11:04:45,113.041,113.041,113.04,113.041
3282,21-12-02,11:04:50,113.041,113.041,113.032,113.034
3283,21-12-02,11:04:55,113.034,113.038,113.034,113.036
3284,21-12-02,11:05:00,113.036,113.038,113.036,113.038
3285,21-12-02,11:05:05,113.038,113.044,113.038,113.044
3286,21-12-02,11:05:10,113.044,113.056,113.044,113.052
3287,21-12-02,11:05:15,113.052,113.052,113.036,113.038
3288,21-12-02,11:05:20,113.038,113.04,113.036,113.04
3289,21-12-02,11:05:25,113.04,113.04,113.036,113.037
3290,21-12-02,11:05:30,113.037,113.043,113.026,113.043
3291,21-12-02,11:05:35,113.043,113.045,113.042,113.044
3292,21-12-02,11:05:40,113.044,113.044,113.042,113.044
3293,21-12-02,11:05:45,113.044,113.044,113.042,113.042
3294,21-12-02,11:05:50,113.042,113.042,113.036,113.037
3295,21-12-02,11:05:55,113.037,113.038,113.037,113.038
3296,21-12-02,11:06:00,113.038,113.038,113.038,113.038
3297,21-12-02,11:06:05,113.038,113.04,113.036,113.039
3298,21-12-02,11:06:10,113.039,113.044,113.039,113.043
3299,21-12-02,11:06:15,113.043,113.044,113.042,113.042
3300,21-12-02,11:06:20,113.042,113.047,113.042,113.046
3301,21-12-02,11:06:25,113.046,113.046,113.042,113.042
